date,district,branch,active_customers,new_connections,festival_indicator,price,stock,refill_bookings
2022-03-19,Coimbatore,Central,200798,996,0,801,8208,21350
2022-03-19,Coimbatore,North,149599,1485,1,829,19417,7786
2022-03-19,Coimbatore,South,176525,1720,0,866,18554,29524
2022-03-19,Coimbatore,East,59745,3997,1,887,4837,13599
2022-03-19,Coimbatore,West,104380,4269,0,805,7487,34520
2022-03-19,Chennai,Central,210613,336,0,829,4423,17906
2022-03-19,Chennai,North,64988,3247,0,838,4940,26793
2022-03-19,Chennai,South,102284,3560,1,931,9730,36283
2022-03-19,Chennai,East,247241,4203,0,887,17131,24830
2022-03-19,Chennai,West,55738,3198,1,880,7476,13253
2022-03-19,Madurai,Central,104333,2569,0,823,13643,14492
2022-03-19,Madurai,North,85421,1554,0,920,14812,20775
2022-03-19,Madurai,South,191474,4982,0,880,17683,17460
2022-03-19,Madurai,East,169783,163,0,865,11814,18890
2022-03-19,Madurai,West,171284,3430,1,823,11232,11439
2022-03-19,Trichy,Central,80921,1061,0,805,19601,32796
2022-03-19,Trichy,North,173254,4230,0,806,8196,21292
2022-03-19,Trichy,South,212582,3524,0,809,10142,44028
2022-03-19,Trichy,East,205927,4941,1,838,15384,22443
2022-03-19,Trichy,West,213322,2022,0,843,17450,47811
2022-03-19,Salem,Central,213282,4649,0,876,18890,9889
2022-03-19,Salem,North,123748,1499,0,907,12653,29346
2022-03-19,Salem,South,87958,3778,0,880,3667,33152
2022-03-19,Salem,East,100061,375,0,802,13217,38741
2022-03-19,Salem,West,201726,4070,0,834,16349,6218
2022-03-20,Coimbatore,Central,231644,1554,1,802,9619,16939
2022-03-20,Coimbatore,North,68226,846,0,934,5444,34299
2022-03-20,Coimbatore,South,123079,4094,0,885,15775,37813
2022-03-20,Coimbatore,East,245403,3156,1,860,7717,7696
2022-03-20,Coimbatore,West,161504,739,0,940,15156,26509
2022-03-20,Chennai,Central,87170,2695,0,824,2394,41365
2022-03-20,Chennai,North,112188,2432,0,804,3645,34049
2022-03-20,Chennai,South,166475,1723,0,825,2773,12311
2022-03-20,Chennai,East,100955,1198,1,933,3615,25138
2022-03-20,Chennai,West,244020,4524,0,925,15054,33231
2022-03-20,Madurai,Central,129397,3495,0,879,5774,26801
2022-03-20,Madurai,North,218767,4377,0,926,18076,23280
2022-03-20,Madurai,South,221206,4527,0,931,2641,26730
2022-03-20,Madurai,East,202185,3727,0,901,6050,42321
2022-03-20,Madurai,West,71309,2404,0,808,11416,44994
2022-03-20,Trichy,Central,247494,492,1,840,13530,8591
2022-03-20,Trichy,North,143878,2627,1,947,18738,7631
2022-03-20,Trichy,South,198977,2772,0,856,19012,28546
2022-03-20,Trichy,East,216519,4522,0,839,11613,6780
2022-03-20,Trichy,West,240330,1332,1,936,2825,48923
2022-03-20,Salem,Central,139196,2495,0,904,17779,10492
2022-03-20,Salem,North,210794,4995,0,936,9711,25012
2022-03-20,Salem,South,175093,4196,1,804,10254,37419
2022-03-20,Salem,East,187037,3372,0,931,6721,46176
2022-03-20,Salem,West,82963,3964,1,934,5212,40523
2022-03-21,Coimbatore,Central,137594,1180,0,941,19105,35279
2022-03-21,Coimbatore,North,96815,1662,0,870,5736,21473
2022-03-21,Coimbatore,South,178771,3021,0,895,18732,33489
2022-03-21,Coimbatore,East,86820,3041,0,946,13698,47425
2022-03-21,Coimbatore,West,59387,3187,0,929,19510,46476
2022-03-21,Chennai,Central,191929,1401,0,812,19910,15216
2022-03-21,Chennai,North,154533,419,1,850,17438,12865
2022-03-21,Chennai,South,193283,1741,1,875,12048,28924
2022-03-21,Chennai,East,94112,1996,0,870,17304,44765
2022-03-21,Chennai,West,208361,3928,1,845,9758,28437
2022-03-21,Madurai,Central,200657,555,0,918,19349,35692
2022-03-21,Madurai,North,202420,1628,0,805,8387,40289
2022-03-21,Madurai,South,220365,1226,0,941,9716,35215
2022-03-21,Madurai,East,131638,3504,0,906,17195,32153
2022-03-21,Madurai,West,178824,3254,0,824,8875,35649
2022-03-21,Trichy,Central,146032,4539,0,903,8177,12269
2022-03-21,Trichy,North,196046,2472,0,879,12380,11617
2022-03-21,Trichy,South,202606,983,0,847,2303,34756
2022-03-21,Trichy,East,193755,433,1,827,6561,37847
2022-03-21,Trichy,West,142943,2077,0,825,19768,7124
2022-03-21,Salem,Central,219123,1298,0,875,14409,29760
2022-03-21,Salem,North,160623,1097,1,856,15117,16231
2022-03-21,Salem,South,145287,4986,1,877,6090,29945
2022-03-21,Salem,East,90239,3843,0,912,9008,8324
2022-03-21,Salem,West,222472,3357,0,815,18027,42486
2022-03-22,Coimbatore,Central,153976,3591,1,902,5199,43038
2022-03-22,Coimbatore,North,173323,4658,1,844,10271,42926
2022-03-22,Coimbatore,South,74815,4752,0,939,18159,19263
2022-03-22,Coimbatore,East,145347,2416,0,878,10503,6076
2022-03-22,Coimbatore,West,188307,133,0,929,3134,28645
2022-03-22,Chennai,Central,243945,4989,0,891,10567,13915
2022-03-22,Chennai,North,248521,4397,1,840,19715,5337
2022-03-22,Chennai,South,97024,1965,0,827,18283,41468
2022-03-22,Chennai,East,88886,4008,0,858,19638,8688
2022-03-22,Chennai,West,119284,4230,0,830,15182,30046
2022-03-22,Madurai,Central,179554,4135,0,891,15222,42010
2022-03-22,Madurai,North,68095,774,0,846,7375,28487
2022-03-22,Madurai,South,157181,1226,0,893,9824,49398
2022-03-22,Madurai,East,103276,1065,0,813,11111,45888
2022-03-22,Madurai,West,224904,1608,0,838,2863,49913
2022-03-22,Trichy,Central,77684,3155,0,922,14882,43046
2022-03-22,Trichy,North,71832,713,0,843,15871,12189
2022-03-22,Trichy,South,178131,4660,1,810,8942,49151
2022-03-22,Trichy,East,173447,4233,0,909,15917,10767
2022-03-22,Trichy,West,78390,2155,0,918,12750,34583
2022-03-22,Salem,Central,189148,1722,0,949,4015,15236
2022-03-22,Salem,North,85568,3070,1,908,18352,15346
2022-03-22,Salem,South,206228,2953,1,907,8829,39654
2022-03-22,Salem,East,168458,4497,0,838,9899,5306
2022-03-22,Salem,West,216915,1756,1,932,16134,38043
2022-03-23,Coimbatore,Central,186343,3461,0,925,13573,26409
2022-03-23,Coimbatore,North,135970,3560,0,852,18455,12386
2022-03-23,Coimbatore,South,56862,1776,0,812,19427,32201
2022-03-23,Coimbatore,East,118578,914,1,921,18693,11661
2022-03-23,Coimbatore,West,93021,4327,1,826,16598,11786
2022-03-23,Chennai,Central,152318,4453,0,859,19358,34790
2022-03-23,Chennai,North,136157,3889,0,880,6369,13050
2022-03-23,Chennai,South,78605,564,0,838,10115,38055
2022-03-23,Chennai,East,249803,975,1,909,16515,10310
2022-03-23,Chennai,West,81817,546,1,848,19105,23547
2022-03-23,Madurai,Central,65457,1451,1,856,5413,38262
2022-03-23,Madurai,North,182019,122,0,866,18161,21160
2022-03-23,Madurai,South,165245,1716,0,886,9182,28418
2022-03-23,Madurai,East,133576,4273,0,817,17802,16167
2022-03-23,Madurai,West,92407,2661,0,838,13063,5362
2022-03-23,Trichy,Central,184526,2898,1,855,7349,44963
2022-03-23,Trichy,North,188822,4917,0,918,10035,39275
2022-03-23,Trichy,South,72787,1025,1,845,8583,41695
2022-03-23,Trichy,East,113308,4331,1,940,17123,17877
2022-03-23,Trichy,West,64239,2837,0,824,19715,28235
2022-03-23,Salem,Central,176228,1653,0,852,19189,25531
2022-03-23,Salem,North,60967,171,0,943,9055,14616
2022-03-23,Salem,South,125976,3932,0,939,17954,21943
2022-03-23,Salem,East,90725,4574,0,851,18462,18696
2022-03-23,Salem,West,235153,3747,1,824,17090,20816
2022-03-24,Coimbatore,Central,198940,2345,0,814,14977,42450
2022-03-24,Coimbatore,North,133749,3851,0,838,8601,25843
2022-03-24,Coimbatore,South,119392,2282,1,838,9970,39862
2022-03-24,Coimbatore,East,80755,4003,0,904,19932,13559
2022-03-24,Coimbatore,West,50064,3399,0,847,18980,15866
2022-03-24,Chennai,Central,53889,3606,0,903,19779,31162
2022-03-24,Chennai,North,205759,552,1,871,4186,10967
2022-03-24,Chennai,South,138294,4448,0,848,16407,19557
2022-03-24,Chennai,East,235420,161,1,837,4788,31451
2022-03-24,Chennai,West,93168,4736,0,822,18489,33004
2022-03-24,Madurai,Central,70471,1808,1,916,16568,14466
2022-03-24,Madurai,North,107324,4004,0,836,12414,27650
2022-03-24,Madurai,South,138290,4073,1,882,6860,8729
2022-03-24,Madurai,East,81351,527,0,843,2106,9754
2022-03-24,Madurai,West,225365,4092,1,812,19279,49865
2022-03-24,Trichy,Central,235312,3963,0,905,17713,33475
2022-03-24,Trichy,North,94552,2533,0,821,8858,13950
2022-03-24,Trichy,South,124474,692,0,870,11260,41075
2022-03-24,Trichy,East,108046,4808,0,939,12845,41059
2022-03-24,Trichy,West,68394,3981,1,932,19435,44386
2022-03-24,Salem,Central,153027,3684,1,857,12934,37080
2022-03-24,Salem,North,99107,3248,1,871,9190,34389
2022-03-24,Salem,South,113797,2746,0,933,9434,35028
2022-03-24,Salem,East,116558,2137,0,898,15558,22443
2022-03-24,Salem,West,54123,319,0,806,11951,31250
2022-03-25,Coimbatore,Central,91751,3682,0,865,11522,46470
2022-03-25,Coimbatore,North,193193,591,1,808,19904,29276
2022-03-25,Coimbatore,South,122240,1675,0,907,4613,41660
2022-03-25,Coimbatore,East,95104,561,1,901,5515,9454
2022-03-25,Coimbatore,West,72873,292,0,948,19211,30465
2022-03-25,Chennai,Central,234972,2555,0,882,10302,17907
2022-03-25,Chennai,North,157288,4783,0,829,16245,11457
2022-03-25,Chennai,South,187821,396,0,863,9664,34281
2022-03-25,Chennai,East,212893,171,0,865,19263,29643
2022-03-25,Chennai,West,124944,3127,0,824,19509,22269
2022-03-25,Madurai,Central,160373,4970,1,919,3938,33390
2022-03-25,Madurai,North,225394,4683,0,877,5465,5440
2022-03-25,Madurai,South,242027,561,0,943,7755,42780
2022-03-25,Madurai,East,200619,105,0,814,5970,16050
2022-03-25,Madurai,West,183678,198,0,931,15057,37400
2022-03-25,Trichy,Central,118607,3027,0,820,2014,23799
2022-03-25,Trichy,North,150989,3000,1,804,8374,11004
2022-03-25,Trichy,South,219361,3320,0,873,5890,33840
2022-03-25,Trichy,East,67175,1099,0,837,17032,42367
2022-03-25,Trichy,West,118513,942,0,822,3659,42930
2022-03-25,Salem,Central,93473,4235,0,819,15772,22600
2022-03-25,Salem,North,183363,3911,1,929,15851,20513
2022-03-25,Salem,South,207786,4102,0,893,14084,9595
2022-03-25,Salem,East,145930,3018,0,804,11955,29911
2022-03-25,Salem,West,69405,878,1,941,5447,15662
2022-03-26,Coimbatore,Central,244073,1038,0,943,11445,47042
2022-03-26,Coimbatore,North,125871,1385,1,935,7062,12066
2022-03-26,Coimbatore,South,60712,4108,0,885,3547,35806
2022-03-26,Coimbatore,East,62210,4304,1,809,17945,34665
2022-03-26,Coimbatore,West,223549,3584,0,936,10382,35668
2022-03-26,Chennai,Central,198388,4337,0,871,5238,48175
2022-03-26,Chennai,North,181637,1234,0,895,17174,46490
2022-03-26,Chennai,South,77597,661,0,845,9506,13701
2022-03-26,Chennai,East,219269,3545,0,826,4479,15386
2022-03-26,Chennai,West,181506,2138,0,893,5959,16143
2022-03-26,Madurai,Central,220665,4749,0,817,13561,27578
2022-03-26,Madurai,North,193859,3827,0,878,5221,35183
2022-03-26,Madurai,South,70758,1182,1,867,15042,22976
2022-03-26,Madurai,East,153912,2875,1,854,17055,23615
2022-03-26,Madurai,West,218958,1661,0,872,6942,24622
2022-03-26,Trichy,Central,194608,1700,0,808,14523,22093
2022-03-26,Trichy,North,175612,893,1,942,7765,5026
2022-03-26,Trichy,South,154997,3367,0,863,8609,47082
2022-03-26,Trichy,East,197330,111,1,829,15671,10774
2022-03-26,Trichy,West,147169,279,0,820,4024,12666
2022-03-26,Salem,Central,217057,986,0,939,9370,22903
2022-03-26,Salem,North,213571,2532,0,948,3781,29914
2022-03-26,Salem,South,231740,2970,0,915,17958,25954
2022-03-26,Salem,East,59675,2174,1,832,17195,30822
2022-03-26,Salem,West,243375,2837,0,894,5257,17069
2022-03-27,Coimbatore,Central,182053,2576,1,936,10063,23975
2022-03-27,Coimbatore,North,59665,2621,1,837,12375,32107
2022-03-27,Coimbatore,South,80484,2961,0,845,8227,16424
2022-03-27,Coimbatore,East,59643,2218,1,929,15200,26548
2022-03-27,Coimbatore,West,139001,1588,0,898,12619,44918
2022-03-27,Chennai,Central,51766,3649,1,900,11634,39744
2022-03-27,Chennai,North,98328,4073,0,829,14019,12425
2022-03-27,Chennai,South,62857,3719,0,936,16205,5704
2022-03-27,Chennai,East,55452,4757,0,897,11566,12501
2022-03-27,Chennai,West,51845,4754,0,854,11628,18230
2022-03-27,Madurai,Central,244110,3190,0,900,16707,22215
2022-03-27,Madurai,North,180577,4540,0,877,14454,46223
2022-03-27,Madurai,South,178471,1386,0,885,11941,31485
2022-03-27,Madurai,East,109967,1297,0,900,5087,43596
2022-03-27,Madurai,West,109263,2391,1,904,19077,43174
2022-03-27,Trichy,Central,126968,3591,0,864,4268,43400
2022-03-27,Trichy,North,217623,3612,1,827,7969,13981
2022-03-27,Trichy,South,202104,758,0,858,17172,22402
2022-03-27,Trichy,East,232177,1290,1,806,11572,40950
2022-03-27,Trichy,West,188939,4914,0,825,3404,42869
2022-03-27,Salem,Central,247977,2164,1,801,2716,18850
2022-03-27,Salem,North,168728,1811,0,917,18392,30173
2022-03-27,Salem,South,103270,1708,0,892,15392,25051
2022-03-27,Salem,East,183318,3726,1,891,19234,35654
2022-03-27,Salem,West,165795,399,0,934,11669,26784
2022-03-28,Coimbatore,Central,210744,1182,0,885,13728,41719
2022-03-28,Coimbatore,North,98737,2209,0,945,16039,7303
2022-03-28,Coimbatore,South,97931,1951,0,890,11519,30190
2022-03-28,Coimbatore,East,214084,856,0,854,15723,28405
2022-03-28,Coimbatore,West,239656,4711,0,930,3792,20376
2022-03-28,Chennai,Central,63117,4042,0,890,10369,49888
2022-03-28,Chennai,North,227561,2715,0,824,16051,32523
2022-03-28,Chennai,South,248382,3971,1,905,5260,37019
2022-03-28,Chennai,East,53145,2363,0,839,7758,24014
2022-03-28,Chennai,West,123352,1267,1,923,7930,16633
2022-03-28,Madurai,Central,73384,3612,0,927,15207,25106
2022-03-28,Madurai,North,179587,2160,0,883,10031,6799
2022-03-28,Madurai,South,169095,2880,0,843,9611,12535
2022-03-28,Madurai,East,162808,1272,0,841,6297,48977
2022-03-28,Madurai,West,178668,4659,0,829,19177,21820
2022-03-28,Trichy,Central,203325,4726,0,816,2948,14319
2022-03-28,Trichy,North,66575,4112,0,923,3104,34376
2022-03-28,Trichy,South,247156,3548,1,929,9903,23168
2022-03-28,Trichy,East,76863,2521,1,830,13467,28901
2022-03-28,Trichy,West,237055,1906,0,815,7651,21204
2022-03-28,Salem,Central,69755,2573,0,863,9810,49040
2022-03-28,Salem,North,218394,1532,0,872,14371,33730
2022-03-28,Salem,South,59236,2304,1,860,10767,38447
2022-03-28,Salem,East,144410,3812,0,864,13385,46277
2022-03-28,Salem,West,88502,3796,0,869,9407,49554
2022-03-29,Coimbatore,Central,143321,2642,1,897,9410,47603
2022-03-29,Coimbatore,North,153845,934,0,932,12745,11818
2022-03-29,Coimbatore,South,129637,2862,0,916,9111,29767
2022-03-29,Coimbatore,East,167353,2663,0,819,4696,28705
2022-03-29,Coimbatore,West,73397,158,0,837,19524,15002
2022-03-29,Chennai,Central,61390,3576,0,836,18244,11641
2022-03-29,Chennai,North,214781,4723,1,806,3421,10765
2022-03-29,Chennai,South,165123,939,1,928,6959,32257
2022-03-29,Chennai,East,100802,1345,0,879,5889,34057
2022-03-29,Chennai,West,215166,3458,0,840,18772,8332
2022-03-29,Madurai,Central,99855,2920,1,895,19443,30874
2022-03-29,Madurai,North,181007,1401,1,816,6112,49542
2022-03-29,Madurai,South,239432,309,0,877,13831,7105
2022-03-29,Madurai,East,158049,3306,0,809,4628,15068
2022-03-29,Madurai,West,128930,1167,0,941,11859,34164
2022-03-29,Trichy,Central,154946,4800,0,837,3171,11114
2022-03-29,Trichy,North,148475,4726,0,865,12380,8577
2022-03-29,Trichy,South,123916,4176,0,887,17279,24179
2022-03-29,Trichy,East,106680,3924,0,881,3810,26574
2022-03-29,Trichy,West,170120,4086,0,841,8323,27131
2022-03-29,Salem,Central,76883,3176,0,886,4407,17644
2022-03-29,Salem,North,135834,2586,0,941,6039,39072
2022-03-29,Salem,South,219470,4193,1,881,8665,42062
2022-03-29,Salem,East,84555,1173,0,814,5599,32293
2022-03-29,Salem,West,65389,3253,0,876,19043,11320
2022-03-30,Coimbatore,Central,154817,4742,1,896,6466,31044
2022-03-30,Coimbatore,North,203043,2202,0,858,10284,48526
2022-03-30,Coimbatore,South,77476,2899,0,844,5881,20668
2022-03-30,Coimbatore,East,215384,3630,1,874,6784,43394
2022-03-30,Coimbatore,West,218354,1245,0,874,19950,9507
2022-03-30,Chennai,Central,227375,4348,0,874,10027,27144
2022-03-30,Chennai,North,75530,3880,1,909,2529,30842
2022-03-30,Chennai,South,180436,1573,0,861,14985,27525
2022-03-30,Chennai,East,162293,2842,1,880,2533,25946
2022-03-30,Chennai,West,73504,4155,1,921,6087,46721
2022-03-30,Madurai,Central,161597,990,1,877,7539,12493
2022-03-30,Madurai,North,245581,1772,0,875,5644,25445
2022-03-30,Madurai,South,85934,1419,1,830,13332,47756
2022-03-30,Madurai,East,130730,2155,1,904,7855,17046
2022-03-30,Madurai,West,148980,1930,0,856,14777,13382
2022-03-30,Trichy,Central,228846,942,1,906,3110,21445
2022-03-30,Trichy,North,181458,1269,0,947,17033,35549
2022-03-30,Trichy,South,81566,586,1,828,7631,29329
2022-03-30,Trichy,East,106878,4346,1,931,7232,31875
2022-03-30,Trichy,West,205586,4007,0,856,8240,12814
2022-03-30,Salem,Central,224226,1698,0,908,2332,19847
2022-03-30,Salem,North,64507,1871,1,851,8655,43076
2022-03-30,Salem,South,136120,2821,0,920,13115,11820
2022-03-30,Salem,East,58512,4057,0,807,9008,22884
2022-03-30,Salem,West,228527,1668,1,926,11597,26984
2022-03-31,Coimbatore,Central,98022,104,0,944,8608,38115
2022-03-31,Coimbatore,North,236085,4320,1,900,4574,25209
2022-03-31,Coimbatore,South,202049,152,0,901,5521,6300
2022-03-31,Coimbatore,East,208147,4133,0,813,6385,19755
2022-03-31,Coimbatore,West,140450,2924,1,876,19370,29555
2022-03-31,Chennai,Central,200946,2833,0,835,10722,27631
2022-03-31,Chennai,North,173120,1996,1,941,19197,26134
2022-03-31,Chennai,South,155922,882,0,909,16002,24523
2022-03-31,Chennai,East,160285,4151,0,918,18184,16294
2022-03-31,Chennai,West,95538,2816,1,930,14699,39633
2022-03-31,Madurai,Central,116912,3038,0,939,3976,11443
2022-03-31,Madurai,North,128860,4859,1,895,19375,42996
2022-03-31,Madurai,South,192820,4059,1,910,8450,30010
2022-03-31,Madurai,East,181092,3022,1,933,11664,6099
2022-03-31,Madurai,West,73225,2737,1,885,9457,15807
2022-03-31,Trichy,Central,56402,4621,0,805,10382,42121
2022-03-31,Trichy,North,65065,3650,0,895,17510,42851
2022-03-31,Trichy,South,58816,4225,1,854,19579,35194
2022-03-31,Trichy,East,215909,3458,1,948,3811,36018
2022-03-31,Trichy,West,197627,4242,0,847,6063,48214
2022-03-31,Salem,Central,124180,1518,1,844,8851,10104
2022-03-31,Salem,North,208371,3110,1,901,11869,23366
2022-03-31,Salem,South,74276,1586,0,814,15888,21727
2022-03-31,Salem,East,174086,3181,0,841,4291,6532
2022-03-31,Salem,West,152666,1753,0,877,11106,39206
2022-04-01,Coimbatore,Central,102168,1560,0,889,5079,44063
2022-04-01,Coimbatore,North,129239,2358,0,857,18469,20414
2022-04-01,Coimbatore,South,113176,2593,0,847,10323,12588
2022-04-01,Coimbatore,East,50903,3556,0,846,11955,40572
2022-04-01,Coimbatore,West,67610,1384,0,817,6507,39764
2022-04-01,Chennai,Central,147540,4481,1,881,18813,33702
2022-04-01,Chennai,North,173482,539,0,926,6507,5527
2022-04-01,Chennai,South,210053,3096,0,881,16772,38471
2022-04-01,Chennai,East,247270,464,0,816,10367,43065
2022-04-01,Chennai,West,206583,481,0,816,15500,5305
2022-04-01,Madurai,Central,71881,4797,0,854,9933,22849
2022-04-01,Madurai,North,148706,4809,0,910,10095,48610
2022-04-01,Madurai,South,107520,4644,0,844,8850,38518
2022-04-01,Madurai,East,206516,4162,0,881,4530,8333
2022-04-01,Madurai,West,90002,1697,1,827,2511,42850
2022-04-01,Trichy,Central,171548,352,0,916,5476,14178
2022-04-01,Trichy,North,117261,2193,1,848,14270,15472
2022-04-01,Trichy,South,70724,2907,0,926,9572,22408
2022-04-01,Trichy,East,177192,3075,1,935,8724,14245
2022-04-01,Trichy,West,93634,2667,0,858,7046,36645
2022-04-01,Salem,Central,106630,1200,0,829,2038,35958
2022-04-01,Salem,North,102236,4339,0,911,19142,31998
2022-04-01,Salem,South,141426,4402,0,806,16577,16885
2022-04-01,Salem,East,159681,2966,0,895,19701,22084
2022-04-01,Salem,West,139447,4483,0,947,9026,36381
2022-04-02,Coimbatore,Central,80932,3237,0,842,17185,35358
2022-04-02,Coimbatore,North,80412,1890,0,912,11280,45449
2022-04-02,Coimbatore,South,76957,4227,0,903,13761,26695
2022-04-02,Coimbatore,East,124893,700,1,935,2987,6965
2022-04-02,Coimbatore,West,146854,1539,1,900,19513,42146
2022-04-02,Chennai,Central,98231,4556,1,912,15246,38844
2022-04-02,Chennai,North,213674,1739,0,830,19087,30444
2022-04-02,Chennai,South,156081,1050,0,816,13341,20053
2022-04-02,Chennai,East,238717,2950,0,911,12907,34361
2022-04-02,Chennai,West,240297,3998,0,815,15065,46291
2022-04-02,Madurai,Central,88805,627,1,928,12522,24650
2022-04-02,Madurai,North,65115,1132,0,853,8820,47800
2022-04-02,Madurai,South,236115,4786,0,878,19310,22006
2022-04-02,Madurai,East,94345,3418,0,931,12222,28786
2022-04-02,Madurai,West,212581,486,0,837,11376,43349
2022-04-02,Trichy,Central,203024,340,1,849,6901,47889
2022-04-02,Trichy,North,64633,2879,1,848,14333,49706
2022-04-02,Trichy,South,65115,1751,1,801,8416,15633
2022-04-02,Trichy,East,178785,4985,0,852,14288,27743
2022-04-02,Trichy,West,180364,1596,1,830,16846,31177
2022-04-02,Salem,Central,214754,1944,0,894,10684,20100
2022-04-02,Salem,North,233293,249,0,942,16466,25860
2022-04-02,Salem,South,122812,651,0,919,18839,14745
